"runner75" "obervation_id" "loanlink" "opening_balance" "avg_transaction" "minority_dummy" "above_insurance" "ln_accountage" "age" "stock" "social_runners" "ward_runners" "education" "avg_deposit_chng" "avg_withdraw_chng" "education_dummy1" "education_dummy2" "wealth"
"184" 0 10328 0 3.05450010299683 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 3 0.000340900005539879 0 0 1 0.0155551563948393
"185" 0 1679 0 102.135398864746 0 0 0 8.18562889099121 4 0 0 0.029126213863492 2 0 0 1 0 0.0155551563948393
"186" 0 13261 0 1.92399990558624 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.00035782900522463 0 1 0 0.0155551563948393
"187" 1 18661 0 58.5200004577637 9 1 0 6.95368432998657 4 0 0.101351350545883 0.0313192009925842 1 0.0827173143625259 0 0 0 0.0155551563948393
"188" 0 17445 0 13.7799997329712 5 0 0 7.58018922805786 4 0 0 0.0428571440279484 1 0.00142844300717115 0 0 0 0.0155551563948393
"189" 0 13876 0 261.338195800781 4 0 0 7.6838641166687 4 0 0 0 2 0.000359828991349787 0 1 0 0.0155551563948393
"190" 1 10911 0 96.5376968383789 7 0 0 7.6838641166687 4 1 0 0.0239520967006683 2 0.000348486006259918 0 1 0 0.0181256514042616
"191" 1 18286 0 101.029998779297 27 0 0 7.19142913818359 4 0 0.5 0.0270270276814699 1 0.0251621287316084 0 0 0 0.0181256514042616
"192" 0 9863 0 1.09440004825592 14 1 0 7.6838641166687 4 0 0 0.032992035150528 2 0.000327499990817159 0 1 0 0.0181256514042616
"193" 1 3570 0 0 92 0 1 6.92657709121704 4 1 0 0.0127041740342975 3 0.000257999985478818 0.0665885731577873 0 1 0.0181256514042616
"194" 0 14292 0 2.33290004730225 4 1 0 7.6838641166687 4 0 0 0.0314685329794884 2 0.000361729005817324 0 1 0 0.0181256514042616
"195" 1 13673 0 102.829002380371 6 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000359085999662057 0 1 0 0.0181256514042616
"196" 0 3069 0 12.4200000762939 0 0 0 7.41397047042847 4 0 0.0247116964310408 0.0314136110246181 3 0 0 0 1 0.0181256514042616
"197" 1 3741 0 312.119995117188 172 0 0 6.505784034729 4 0 0.400000005960464 0.029126213863492 3 0.000285971007542685 0.0319323725998402 0 1 0.0181256514042616
"198" 1 14014 0 508.985198974609 8 0 0 7.6838641166687 3 1 0 0.0314685329794884 2 0.000360428995918483 0.00133301399182528 1 0 0.0181256514042616
"199" 1 17498 0 71.0400009155273 10 1 0 7.55903816223145 4 0 0 0.0313192009925842 3 0.00170342903584242 0 0 1 0.0181256514042616
"200" 0 14645 0 0.156400009989738 43 1 0 7.6838641166687 NA 1 0.101265825331211 0.0245283022522926 3 0.000363500003004447 0 0 1 0.0181256514042616
"201" 0 2188 0 14.0937004089355 10 0 0 7.88382339477539 4 0 0.0669642835855484 0.0245283022522926 3 0 0 0 1 0.0181256514042616
"202" 1 3490 0 123 10 0 0 7.00669527053833 4 0 0.600000023841858 0.0358422957360744 3 0.00023475699708797 0.000129171006847173 0 1 0.0181256514042616
"203" 1 14605 0 204.034301757812 24 1 0 7.6838641166687 NA 0 0 0.0313192009925842 1 0.000363286002539098 0 0 0 0.0181256514042616
"204" 0 15050 0 1.72049999237061 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000366313994163647 0 1 0 0.0181256514042616
"205" 1 1205 0 409.896026611328 52 1 0 8.4426851272583 4 0 0.0833333358168602 0.0358422957360744 3 0 0.00579361384734511 0 1 0.0181256514042616
"206" 0 1373 0 6.72249984741211 0 0 0 8.35349750518799 3 0 0 0.032992035150528 2 0 0 1 0 0.0181256514042616
"207" 0 11692 0 3.46420001983643 4 0 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000353670999174938 0 1 0 0.0181256514042616
"208" 1 15839 0 263.023498535156 14 0 0 7.6838641166687 4 0 0.101265825331211 0.0239520967006683 3 0.0003770430048462 0.000640814017970115 0 1 0.0181256514042616
"209" 0 13028 0 9.12539958953857 4 0 0 7.6838641166687 4 0 0 0.0314136110246181 2 0.000357385986717418 0 1 0 0.0181256514042616
"210" 1 14008 0 64.709602355957 43 0 0 7.6838641166687 4 0 0 0.0442890450358391 3 0.000360386009560898 0.0194982290267944 0 1 0.0181256514042616
"211" 0 14011 0 0.30919998884201 3 0 0 7.6838641166687 4 0 0 0.032992035150528 2 0.000360428995918483 0 1 0 0.0181256514042616
"212" 0 10466 0 1.38450002670288 4 0 0 7.6838641166687 4 0 0 0.0314685329794884 2 0.000343399995472282 0 1 0 0.0181256514042616
"213" 0 18891 0 10.7799997329712 18 0 0 6.77878475189209 4 0 0 0.0442890450358391 2 0.161785498261452 0 1 0 0.0181256514042616
"214" 0 2758 0 3.5550000667572 0 0 0 7.5938777923584 4 0 0 0.0428571440279484 3 0 0 0 1 0.0181256514042616
"215" 0 12313 0 1.83179998397827 4 0 0 7.6838641166687 4 0 0 0.0313192009925842 3 0.000355886004399508 0 0 1 0.0181256514042616
"216" 0 3528 1 9.82999992370605 13 0 0 6.96413564682007 3 0 0 0.0313192009925842 3 0.000246100011281669 0.0186791718006134 0 1 0.0181256514042616
"217" 0 384 0 6.03909969329834 0 0 0 9.06543064117432 4 0 0 0.0313192009925842 3 0 0 0 1 0.0181256514042616
"218" 1 3926 0 0 613 1 1 5.67675399780273 3 0 0.714285731315613 0.0313192009925842 3 0.000306828995235264 0.0395098850131035 0 1 0.0181256514042616
"219" 0 19478 0 12.3400001525879 4 1 0 5.43372201919556 3 0 0.101351350545883 0.0358422957360744 2 1.70866394042969 0 1 0 0.0181256514042616
"220" 0 3064 0 4.53999996185303 0 0 0 7.4157772064209 4 NA 0.0490797534584999 0.0428571440279484 2 0 0 1 0 0.0181256514042616
"221" 1 18491 0 24.9400005340576 87 0 0 7.03438806533813 4 0 0.5 0.032992035150528 2 0.0495744869112968 0.033049214631319 1 0 0.0181256514042616
"222" 0 16998 0 7.18219947814941 10 0 0 7.79193592071533 3 0 0 0.0314136110246181 2 0.000519443012308329 0.00430197082459927 1 0 0.0181256514042616
"223" 0 3368 1 58.9020004272461 21 0 0 7.13409376144409 4 0 0.0490797534584999 0.0319634713232517 2 0.000148513994645327 0 1 0 0.0181256514042616
"224" 0 14474 0 0.383499979972839 3 1 0 7.6838641166687 3 0 0 0.0313192009925842 3 0.000362757011316717 0 0 1 0.0181256514042616
"225" 0 10063 0 2.39820003509521 4 0 0 7.6838641166687 4 0 0 0.0127041740342975 1 0.000335013988660648 0 0 0 0.0181256514042616
"226" 0 9631 0 6.0479998588562 4 0 0 7.6838641166687 4 0 0 0.0319634713232517 3 0.000316385994665325 0 0 1 0.0181256514042616
"227" 1 2157 0 149.865295410156 136 1 0 7.90100717544556 4 0 0.0247116964310408 0.0127041740342975 3 0 0.0472618862986565 0 1 0.0181256514042616
"228" 0 2241 1 2.53289985656738 527 0 0 7.6838641166687 4 1 0 0.0313192009925842 2 0 0.10816939920187 1 0 0.0181256514042616
"229" 0 14505 0 292.207305908203 27 1 0 7.6838641166687 4 0 0 0.032992035150528 2 0.000362829014193267 0.00702234311029315 1 0 0.0217592380940914
"230" 0 11459 0 87.5149993896484 4 1 0 7.6838641166687 3 0 0 0.0313192009925842 2 0.000352428993210196 0 1 0 0.0217592380940914
"231" 1 17042 0 245.710006713867 15 1 0 7.76556921005249 4 0 0 0.0313192009925842 1 0.00056242902064696 0.00108615704812109 0 0 0.0217592380940914
"232" 0 3008 1 9.89999961853027 0 0 0 7.44132041931152 4 0 0 0.0246153846383095 3 0 0 0 1 0.0218376703560352
"233" 0 15835 0 2.0699999332428 4 0 0 7.6838641166687 3 0 0 0.0314685329794884 2 0.000376871001208201 0 1 0 0.0257592387497425
"234" 1 19149 0 73.3724060058594 12 1 0 6.41345882415771 4 0 0.5 0.0313192009925842 2 0.329704284667969 0 1 0 0.0257592387497425
"235" 0 3508 0 46.0400009155273 58 0 0 6.98100566864014 3 0 0 0.032992035150528 3 0.000242128997342661 0.0271768718957901 0 1 0.0257592387497425
"236" 0 18394 0 0.109999999403954 1 0 0 7.10987949371338 4 0 0 0.0314685329794884 2 0.0351784564554691 0 1 0 0.0257592387497425
"237" 0 18053 0 43.1800003051758 4 0 0 7.32317066192627 4 0 0.101351350545883 0.0313192009925842 2 0.0117230294272304 0 1 0 0.0257592387497425
"238" 0 18330 0 9.27000045776367 4 0 0 7.15617656707764 3 1 0 0.032992035150528 2 0.0289609991014004 0 1 0 0.0257592387497425
"239" 1 17927 0 38.0499992370605 43 1 0 7.38832807540894 4 0 0.25 0.0246153846383095 2 0.0073613291606307 0.0502600148320198 1 0 0.0257592387497425
"240" 0 14813 0 0 4 0 1 7.6838641166687 4 0 0 0.0313192009925842 2 0.000364829000318423 0 1 0 0.0257592387497425
"241" 0 15150 0 0.322499990463257 3 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.00036748600541614 0 1 0 0.0257592387497425
"242" 1 3137 0 361.320007324219 87 0 0 7.37588214874268 4 0 0.600000023841858 0.0239520967006683 3 0 0.0429799444973469 0 1 0.0257592387497425
"243" 0 10787 0 214.483688354492 10 0 0 7.6838641166687 4 0 0 0 2 0.00034737100941129 0 1 0 0.0257592387497425
"244" 0 10538 0 1.13580000400543 3 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000344514002790675 0 1 0 0.0257592387497425
"245" 0 17528 0 4.86999988555908 4 0 0 7.5443320274353 4 0 0 0.0181818176060915 1 0.00178908603265882 0 0 0 0.0257592387497425
"246" 1 11329 0 42.8995018005371 17 0 0 7.6838641166687 3 0 0 0.0192307699471712 2 0.000351742986822501 0 1 0 0.0257592387497425
"247" 0 14783 0 1.92199993133545 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000364628998795524 0 1 0 0.0257592387497425
"248" 0 12973 0 0.945599973201752 3 0 0 7.6838641166687 4 0 0 0.00970873795449734 1 0.000357285985955968 0 0 0 0.0257592387497425
"249" 0 13704 0 1.78250002861023 4 0 0 7.6838641166687 NA 0 0 0.0313192009925842 2 0.000359213998308405 0 1 0 0.0257592387497425
"250" 0 15311 0 0.910000026226044 3 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.00036891401396133 0 1 0 0.0257592387497425
"251" 0 15233 0 0.490000009536743 3 0 0 7.6838641166687 4 0 0 0.0239520967006683 2 0.00036822899710387 0 1 0 0.0257592387497425
"252" 0 12194 0 3.90769982337952 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000355486001353711 0 1 0 0.0257592387497425
"253" 0 14783 0 1.92199993133545 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 1 0.000364628998795524 0 0 0 0.0257592387497425
"254" 0 17035 0 11.1099996566772 6 0 0 7.76895618438721 5 0 0 0 3 0.000555870996322483 0 0 1 0.0257592387497425
"255" 0 9748 0 1.52730000019073 4 0 0 7.6838641166687 4 0 0 0.022624434903264 2 0.000322442996548489 0 1 0 0.0257592387497425
"256" 1 2013 0 207.818588256836 11 0 0 7.99429512023926 4 0 0.300000011920929 0.0442890450358391 3 0 0 0 1 0.0257592387497425
"257" 0 10557 0 5.07649993896484 4 0 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000344656989909708 0 1 0 0.0257592387497425
"258" 1 19493 0 976.260009765625 6 0 0 5.37989711761475 4 0 0.5 0.032992035150528 2 1.93768501281738 0 1 0 0.0257592387497425
"259" 0 15835 0 2.0699999332428 4 0 0 7.6838641166687 3 0 0 0.0314685329794884 2 0.000376871001208201 0 1 0 0.0257592387497425
"260" 0 9698 0 23.7448997497559 4 0 0 7.6838641166687 4 0 0 0.032992035150528 2 0.000320529012242332 0 1 0 0.0257592387497425
"261" 0 14365 0 0.192499995231628 1 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000362143007805571 0 1 0 0.0257592387497425
"262" 0 13007 0 19.37380027771 29 0 0 7.6838641166687 4 0 0 0.0239520967006683 2 0.000357356999302283 0 1 0 0.0257592387497425
"263" 0 17722 0 3.21000003814697 4 1 0 7.47079372406006 4 0 0 0.0428571440279484 2 0.00358320004306734 0 1 0 0.0257592387497425
"264" 0 16276 0 17.3299999237061 4 1 0 8.06620788574219 4 0 0 0.0313192009925842 2 0.000392357003875077 0 1 0 0.0257592387497425
"265" 0 18891 0 10.7799997329712 18 0 0 6.77878475189209 4 0 0 0.0442890450358391 2 0.161785498261452 0 1 0 0.0257592387497425
"266" 0 17768 0 2.67779994010925 4 0 0 7.44716835021973 3 0 0 0.032992035150528 2 0.00402198592200875 0 1 0 0.0257592387497425
"267" 0 11254 0 1.92539989948273 4 0 0 7.6838641166687 4 0 0 0.0555555559694767 3 0.000351285998476669 0 0 1 0.0257592387497425
"268" 1 3695 0 18.7000007629395 11 0 0 6.6605749130249 4 0 0 0.0127041740342975 3 0.000279286003205925 0 0 1 0.0257592387497425
"269" 0 2908 1 15.5170993804932 4 1 0 7.49776172637939 3 0 0 0.0127041740342975 2 0 0 1 0 0.0257592387497425
"270" 0 17397 0 6.67000007629395 4 0 0 7.60240125656128 4 1 0 0.029126213863492 1 0.00130914303008467 0 0 0 0.0257592387497425
"271" 0 17437 0 1.33000004291534 4 1 0 7.58273839950562 4 0 0 0.0313192009925842 3 0.00140848604496568 0 0 1 NA
"272" 0 10976 0 28.2418994903564 70 0 0 7.6838641166687 4 0 0.0512820519506931 0.0442890450358391 2 0.000349100009771064 0.0339642874896526 1 0 NA
"273" 1 17788 0 103.01000213623 6 1 0 7.43779516220093 3 0 0.16666667163372 0.0313192009925842 3 0.00427465699613094 0.00322209997102618 0 1 NA
"274" 1 12983 0 0 10 1 1 7.6838641166687 4 0 1 0.0313192009925842 2 0.000357300014002249 0.00181668600998819 1 0 NA
"275" 0 17633 0 1.30999994277954 4 1 0 7.50328969955444 4 0 0 0.0127041740342975 2 0.00265939999371767 0 1 0 NA
"276" 0 1529 0 0.959999978542328 0 0 0 8.28450393676758 3 1 0 0.0127041740342975 3 0 0 0 1 NA
"277" 0 15215 0 2.14949989318848 4 1 0 7.6838641166687 3 0 0 0.0313192009925842 2 0.000368042994523421 0 1 0 NA
"278" 0 14721 0 4.35019969940186 4 0 0 7.6838641166687 3 0 0 0.0271317828446627 2 0.000364156992873177 0 1 0 NA
"279" 0 12943 0 1.30050003528595 4 0 0 7.6838641166687 NA 0 0 0.0625 1 0.000357229000655934 0 0 0 NA
